spatial_id;votes;invalid;valid;oevp;spoe;fpoe;gruene;bzoe;neos;rekos;anders;eustop
G70626;144;5;139;59;37;11;16;0;10;1;3;2
G70627;288;10;278;118;53;32;21;1;22;13;5;13
G70628;108;4;104;67;11;11;7;0;4;2;0;2
G70629;101;4;97;39;11;23;7;3;8;1;1;4
G70630;875;11;864;342;162;103;124;1;94;16;9;13
G70699;1042;13;1029;381;133;107;174;1;176;19;9;29
G70700;13955;367;13588;5995;2020;2067;1559;55;1163;214;183;332
G70701;204;4;200;142;12;14;7;0;16;4;0;5
G70702;248;4;244;96;31;42;23;1;32;12;2;5
G70703;95;0;95;40;13;21;8;0;6;5;2;0
G70704;309;4;305;172;31;47;23;2;18;2;2;8
G70705;632;26;606;332;75;69;61;4;52;4;5;4
G70706;241;3;238;176;14;17;11;2;11;2;3;2
G70707;594;20;574;205;110;105;67;3;49;9;15;11
G70708;249;7;242;105;31;29;37;1;23;7;3;6
G70709;177;5;172;120;8;18;2;0;12;4;2;6
G70710;220;3;217;157;10;14;14;0;13;3;0;6
G70711;109;6;103;36;24;24;11;2;2;0;1;3
G70712;300;14;286;152;27;52;25;2;13;8;4;3
G70713;260;9;251;189;11;17;15;0;11;6;2;0
G70714;94;10;84;35;6;21;11;1;8;2;0;0
G70715;202;3;199;73;35;22;28;1;23;2;7;8
G70716;2920;53;2867;884;711;403;414;13;254;39;52;97
G70717;963;30;933;443;102;181;98;2;60;24;7;16
G70718;298;4;294;157;39;35;36;0;20;3;1;3
G70719;892;36;856;262;208;145;101;3;81;10;12;34
G70720;344;8;336;167;32;53;41;1;20;6;0;16
G70721;145;2;143;112;2;14;8;0;4;1;1;1
G70723;266;5;261;160;10;54;12;1;15;7;0;2
G70724;286;3;283;121;18;108;11;0;21;2;0;2
G70725;71;0;71;50;1;7;2;0;8;1;0;2
G70726;127;5;122;72;3;23;7;1;10;1;3;2
G70727;131;11;120;60;7;29;6;2;6;5;3;2
G70728;508;18;490;270;52;78;39;1;28;10;6;6
G70729;226;15;211;116;17;34;15;2;19;5;2;1
G70731;236;11;225;120;19;31;34;1;11;0;6;3
G70732;430;10;420;173;74;58;57;3;34;4;6;11
G70733;66;3;63;40;1;8;7;0;3;2;2;0
G70734;466;15;451;178;59;120;34;2;37;8;0;13
G70735;274;7;267;144;26;33;29;0;27;3;1;4
G70799;1372;13;1359;436;201;141;265;4;216;13;33;50
G70800;7790;122;7668;3233;1076;1185;1096;30;658;155;95;140
G70801;177;2;175;78;20;34;20;0;10;0;6;7
G70802;157;5;152;61;24;23;21;0;16;3;0;4
G70803;130;1;129;74;8;15;14;0;11;2;4;1
G70804;174;0;174;84;20;24;18;1;18;5;0;4
G70805;380;4;376;94;68;61;91;1;40;6;6;9
G70806;226;1;225;75;36;34;45;0;18;9;4;4
G70807;560;11;549;274;66;95;47;2;53;4;3;5
G70808;222;5;217;111;13;39;27;2;10;4;3;8
G70809;81;0;81;41;6;14;12;2;4;1;1;0
G70810;82;0;82;26;5;27;3;0;4;11;0;6
G70811;110;2;108;59;4;12;17;0;12;1;1;2
G70812;21;0;21;17;1;1;1;0;0;0;0;1
G70813;115;6;109;50;9;18;24;0;6;0;2;0
G70814;106;0;106;48;12;18;12;1;11;2;0;2
G70815;43;1;42;38;1;1;0;0;2;0;0;0
G70816;234;5;229;90;38;40;39;0;17;3;1;1
G70817;126;0;126;64;17;18;14;0;9;2;2;0
G70818;38;0;38;28;0;6;3;0;1;0;0;0
G70819;23;0;23;17;2;4;0;0;0;0;0;0
G70820;401;4;397;152;64;59;69;2;39;2;4;6
G70821;222;5;217;100;17;39;33;1;15;4;6;2
G70822;77;1;76;41;13;11;4;2;4;0;1;0
G70823;28;0;28;18;4;3;0;0;2;0;1;0
G70824;116;0;116;61;8;20;15;1;7;1;2;1
G70825;29;0;29;21;2;2;2;0;1;0;0;1
G70826;249;9;240;64;46;55;37;0;17;8;5;8
G70827;84;4;80;34;12;11;17;1;2;0;2;1
G70828;1074;17;1057;298;255;166;205;1;88;15;15;14
G70829;105;2;103;65;3;10;16;0;6;2;1;0
G70830;96;1;95;41;14;14;12;0;8;1;4;1
G70831;177;2;175;131;2;11;16;0;12;1;0;2
G70832;200;3;197;103;22;21;17;0;18;14;1;1
G70833;371;12;359;155;52;55;35;5;32;19;1;5
G70834;103;4;99;58;10;6;8;0;12;0;0;5
G70835;213;2;211;106;28;34;16;4;13;7;2;1
G70836;251;6;245;75;48;52;26;0;21;16;0;7
G70837;54;0;54;42;1;3;6;0;2;0;0;0
G70899;935;7;928;339;125;129;154;4;117;12;17;31
G70900;18247;323;17924;6226;2946;3597;2536;74;1504;256;219;566
G70901;446;8;438;179;54;96;33;2;47;13;3;11
G70902;315;6;309;147;31;59;33;5;19;9;2;4
G70903;78;3;75;48;5;9;7;0;1;2;2;1
G70904;246;5;241;98;34;56;20;0;20;5;0;8
G70905;608;5;603;147;106;173;97;2;38;3;14;23
G70907;562;9;553;198;97;112;72;5;49;6;1;13
G70908;303;3;300;137;50;51;31;1;17;3;3;7
G70909;579;5;574;191;102;146;67;1;32;5;7;23
G70910;222;6;216;119;17;39;26;2;8;0;1;4
G70911;128;3;125;49;9;32;19;0;11;0;4;1
G70912;242;3;239;141;25;37;13;1;13;4;1;4
G70913;80;0;80;41;2;22;4;1;5;3;2;0
G70914;114;0;114;56;10;17;7;2;9;9;1;3
G70915;279;5;274;113;26;66;32;1;20;2;6;8
G70916;147;1;146;81;16;25;10;1;6;6;1;0
G70917;1421;27;1394;276;340;404;209;5;76;8;13;63
G70918;206;8;198;77;44;30;24;0;8;7;3;5
G70920;601;16;585;212;98;121;73;4;55;2;6;14
G70921;280;11;269;104;40;61;33;3;24;1;2;1
G70922;272;6;266;94;43;57;27;0;28;5;6;6
G70923;255;7;248;123;32;26;31;0;26;3;0;7
G70924;107;2;105;34;26;18;13;0;4;2;0;8
G70925;268;7;261;117;23;56;24;0;30;5;2;4
G70926;2705;45;2660;685;511;505;497;8;245;43;56;110
G70927;241;5;236;120;13;51;24;2;18;3;0;5
G70928;484;9;475;154;73;97;77;3;44;7;4;16
G70929;93;4;89;74;5;2;4;0;1;1;1;1
G70930;224;4;220;91;27;40;26;1;20;7;4;4
G70931;340;7;333;144;54;49;39;0;28;6;3;10
G70932;112;0;112;73;8;23;3;0;3;0;0;2
G70933;550;17;533;158;93;112;107;4;38;5;7;9
G70934;470;10;460;252;54;62;23;2;39;17;1;10
G70935;334;4;330;91;96;68;32;0;27;2;4;10
G70936;929;16;913;306;178;167;146;1;49;9;14;43
G70937;383;8;375;135;52;70;80;2;21;2;4;9
G70938;444;7;437;204;45;75;50;2;43;4;4;10
G70939;483;9;474;134;94;115;61;1;35;7;10;17
G70940;348;7;341;134;72;63;30;1;23;10;1;7
G70941;146;3;143;57;22;23;16;0;16;9;0;0
G70999;2202;22;2180;632;319;362;416;11;308;21;26;85
G80000;106033;1274;104759;29593;11082;17868;24400;430;15618;2290;1804;1674
G8A000;58972;694;58278;17154;5831;10030;13473;235;8516;1273;952;814
G8A099;7954;63;7891;2025;754;1037;2065;24;1547;128;160;151
G8B000;47061;580;46481;12439;5251;7838;10927;195;7102;1017;852;860
G8B099;6417;35;6382;1596;699;820;1675;26;1205;93;128;140
G80099;14371;98;14273;3621;1453;1857;3740;50;2752;221;288;291
G80100;18118;222;17896;5162;2382;3235;3345;85;2683;378;323;303
G80101;562;9;553;175;62;110;84;6;86;16;9;5
G80102;97;4;93;64;3;6;3;1;16;0;0;0
G80103;3239;44;3195;759;614;592;654;14;392;51;65;54
G80104;486;4;482;90;61;103;110;5;75;16;11;11
G80105;158;1;157;73;9;32;15;1;20;1;2;4
G80106;790;8;782;179;173;132;138;3;102;10;32;13
G80107;158;3;155;60;13;32;24;1;19;4;0;2
G80108;511;6;505;125;77;95;62;1;124;5;5;11
G80109;144;0;144;102;3;2;9;0;11;14;0;3
G80110;333;5;328;110;42;69;46;0;43;8;3;7
G80111;345;8;337;77;66;66;64;1;53;4;4;2
G80112;215;2;213;85;28;32;15;1;48;1;1;2
G80113;226;4;222;131;11;15;26;1;37;1;0;0
G80114;85;0;85;29;8;9;19;0;15;2;2;1
G80115;746;10;736;160;75;150;174;6;113;25;19;14
G80116;1547;21;1526;395;133;418;264;4;219;30;34;29
G80117;1486;29;1457;382;235;212;301;6;248;31;19;23
G80118;262;0;262;133;7;27;43;2;30;14;5;1
G80119;180;4;176;49;24;34;28;1;23;5;9;3
G80120;422;3;419;119;67;111;47;2;49;10;5;9
G80121;120;1;119;63;3;16;18;1;10;8;0;0
G80122;916;13;903;282;94;170;191;5;125;17;7;12
G80123;177;4;173;69;23;40;14;0;20;2;1;4
G80124;261;4;257;150;4;11;26;0;29;32;4;1
G80125;79;1;78;30;9;13;5;1;16;0;3;1
G80126;578;6;572;167;55;76;142;4;77;20;16;15
G80127;227;5;222;99;9;27;38;2;31;10;3;3
G80128;545;3;542;148;56;107;124;3;72;14;11;7
G80129;659;8;651;155;80;156;119;3;113;5;9;11
G80199;2564;12;2552;702;338;372;542;10;467;22;44;55
G80200;36565;463;36102;11668;3641;5767;7977;127;5112;765;570;475
G80201;1017;25;992;360;44;162;220;1;152;34;8;11
G80202;616;11;605;281;29;51;130;1;85;21;6;1
G80203;412;2;410;197;10;61;62;1;68;4;1;6
G80204;424;5;419;186;10;39;73;3;87;15;4;2
G80205;200;1;199;80;9;34;37;0;30;2;6;1
G80206;288;3;285;131;8;35;46;1;49;12;1;2
G80207;6544;77;6467;1610;1131;1121;1507;28;715;112;137;106
G80208;231;2;229;112;11;46;25;1;23;9;2;0
G80209;100;2;98;66;4;9;4;1;11;2;1;0
G80210;314;8;306;160;7;60;44;1;20;8;2;4
G80211;923;18;905;436;36;118;170;1;105;22;7;10
G80212;140;7;133;91;2;4;20;0;13;2;0;1
G80213;921;12;909;168;114;223;229;2;116;20;19;18
G80214;420;6;414;128;44;88;75;1;53;9;7;9
G80215;2812;23;2789;651;424;471;707;7;408;24;50;47
G80216;494;12;482;225;28;54;98;1;57;15;2;2
G80217;1589;24;1565;414;109;330;385;5;262;29;16;15
G80218;1555;15;1540;423;169;316;348;15;177;27;33;32
G80219;335;4;331;126;27;28;81;2;44;11;6;6
G80220;518;6;512;152;68;101;105;1;50;20;13;2
G80221;299;7;292;130;17;52;45;1;32;11;2;2
G80222;459;5;454;174;22;84;79;3;68;12;5;7
G80223;288;2;286;141;11;28;40;0;42;14;6;4
G80224;2366;28;2338;621;264;501;509;8;323;48;37;27
G80225;443;10;433;222;22;32;85;2;47;20;1;2
G80226;1337;15;1322;412;149;195;326;5;160;24;33;18
G80227;306;5;301;111;11;62;42;2;63;7;1;2
G80228;678;4;674;272;49;134;123;1;59;19;9;8
G80229;168;3;165;85;8;19;31;1;17;4;0;0
G80230;119;6;113;40;8;22;14;0;25;2;1;1
G80231;226;6;220;123;9;32;29;0;24;3;0;0
G80232;105;0;105;45;3;9;24;0;20;4;0;0
G80233;292;3;289;145;6;52;15;3;46;20;1;1
G80234;67;0;67;41;3;5;4;1;12;1;0;0
G80235;1110;14;1096;308;99;179;277;6;182;17;20;8
G80236;488;6;482;227;8;44;95;2;89;10;4;3
G80237;156;5;151;107;0;14;14;0;10;5;0;1
G80238;631;12;619;335;25;53;78;2;86;31;7;2
G80239;39;2;37;27;1;3;1;0;5;0;0;0
G80240;2346;35;2311;810;181;321;548;6;340;37;38;30
G80299;4789;32;4757;1295;461;575;1232;11;937;78;84;84
G80300;22407;231;22176;5486;2190;4263;5496;108;3404;508;382;339
G80301;11492;120;11372;2801;1246;2010;2917;66;1750;243;187;152
G80302;3068;39;3029;687;316;761;676;11;364;114;39;61
G80303;4682;41;4641;1268;335;1030;1070;18;680;101;80;59
G80399;3165;31;3134;730;293;462;833;13;610;50;76;67
G80400;28943;358;28585;7277;2869;4603;7582;110;4419;639;529;557
G80401;1483;26;1457;371;143;212;423;4;229;44;20;11
G80402;136;2;134;40;3;20;36;0;22;12;1;0
G80403;48;0;48;27;1;13;4;0;3;0;0;0
G80404;7711;101;7610;1765;835;1312;2004;26;1131;204;168;165
G80405;1378;17;1361;414;137;303;266;5;154;33;24;25
G80406;250;3;247;104;5;36;52;1;38;5;4;2
G80407;909;13;896;245;73;155;238;5;129;18;15;18
G80408;2663;40;2623;597;271;450;756;9;389;51;44;56
G80409;807;4;803;252;78;89;214;3;132;13;14;8
G80410;984;6;978;235;81;165;283;5;163;21;10;15
G80411;206;8;198;90;9;36;23;1;30;4;2;3
G80412;869;15;854;172;88;192;170;4;161;33;14;20
G80413;466;8;458;91;51;96;115;2;67;12;7;17
G80414;2748;38;2710;644;343;421;770;8;376;44;44;60
G80415;87;1;86;37;4;16;15;0;11;1;1;1
G80416;554;11;543;157;50;54;179;0;85;4;6;8
G80417;674;9;665;203;58;122;152;2;80;20;15;13
G80418;552;1;551;185;55;83;122;3;79;7;10;7
G80419;224;0;224;112;13;22;42;1;25;7;2;0
G80420;683;7;676;165;83;98;207;4;91;9;7;12
G80421;207;4;203;90;5;36;36;0;31;2;3;0
G80422;138;1;137;50;11;27;30;1;10;5;3;0
G80423;487;7;480;128;43;66;94;6;110;7;16;10
G80424;826;13;813;209;68;131;218;4;135;12;15;21
G80499;3853;23;3830;894;361;448;1133;16;738;71;84;85
G90000;503284;9386;493898;81974;136391;89963;103249;1516;44891;4592;19523;11799
G9A000;52674;774;51900;9344;12395;6482;14154;114;5412;526;2591;882
G9A099;11582;126;11456;2601;2473;1056;3109;22;1481;119;413;182
G9B000;51785;646;51139;10324;10236;4700;15398;124;6569;490;2663;635
G9B099;12196;110;12086;2866;2196;952;3386;32;1894;109;501;150
G9C000;45483;810;44673;5317;13304;7816;10944;115;3613;339;2278;947
G9C099;8404;100;8304;1225;2311;1019;2190;18;888;56;383;214
G9D000;84387;1953;82434;10097;27922;21091;11631;256;5299;741;2759;2638
G9D099;13674;230;13444;2003;4560;2532;2165;44;1136;112;422;470
G9E000;97755;1806;95949;18703;25314;16613;19333;324;9175;918;3346;2223
G9E099;17531;206;17325;3792;4429;2380;3509;44;2094;129;546;402
G9F000;82790;1321;81469;17560;19059;11765;18996;242;8389;700;3294;1464
G9F099;16355;151;16204;4046;3484;1875;3798;58;1942;123;537;341
G9G000;88410;2076;86334;10629;28161;21496;12793;341;6434;878;2592;3010
G9G099;12238;202;12036;1671;4283;2189;1854;49;1155;77;302;456
G90099;91980;1125;90855;18204;23736;12003;20011;267;10590;725;3104;2215
G90100;6511;63;6448;2121;1203;650;1209;17;914;101;166;67
G90101;4497;48;4449;1386;871;493;855;11;580;84;127;42
G90199;2014;15;1999;735;332;157;354;6;334;17;39;25
G90200;26869;449;26420;3324;7394;3936;7194;61;2306;203;1474;528
G90201;21753;389;21364;2535;6118;3412;5715;54;1723;175;1224;408
G90299;5116;60;5056;789;1276;524;1479;7;583;28;250;120
G90300;27320;412;26908;4938;6586;3567;6969;68;2789;316;1223;452
G90301;21278;353;20925;3562;5212;2979;5492;54;2011;239;1017;359
G90399;6042;59;5983;1376;1374;588;1477;14;778;77;206;93
G90400;11027;138;10889;2401;2253;1068;3082;26;1277;117;509;156
G90401;8328;105;8223;1674;1779;873;2332;21;906;86;429;123
G90499;2699;33;2666;727;474;195;750;5;371;31;80;33
G90500;14327;224;14103;2005;3556;1847;4103;20;1346;93;859;274
G90501;11486;190;11296;1507;2931;1574;3221;17;1014;82;732;218
G90599;2841;34;2807;498;625;273;882;3;332;11;127;56
G90600;10457;139;10318;1710;2158;985;3320;20;1295;91;589;150
G90601;8200;122;8078;1278;1714;812;2620;16;969;71;476;122
G90699;2257;17;2240;432;444;173;700;4;326;20;113;28
G90700;11366;148;11218;1749;2300;940;3976;26;1381;89;631;126
G90701;8807;113;8694;1322;1827;750;3131;19;964;68;520;93
G90799;2559;35;2524;427;473;190;845;7;417;21;111;33
G90800;9327;108;9219;2022;1678;761;2841;27;1205;77;511;97
G90801;7252;94;7158;1490;1350;596;2247;20;894;56;428;77
G90899;2075;14;2061;532;328;165;594;7;311;21;83;20
G90900;14124;188;13936;2722;2897;1364;4052;34;1774;132;766;195
G90901;10833;159;10674;1982;2278;1097;3159;26;1268;102;611;151
G90999;3291;29;3262;740;619;267;893;8;506;30;155;44
G91000;40755;953;39802;4618;13936;10787;5053;115;2365;337;1274;1317
G91001;34187;845;33342;3706;11629;9456;4121;98;1884;283;1092;1073
G91099;6568;108;6460;912;2307;1331;932;17;481;54;182;244
G91100;21101;532;20569;2132;7368;5894;2405;77;1227;185;591;690
G91101;17843;466;17377;1749;6162;5248;1965;59;975;156;498;565
G91199;3258;66;3192;383;1206;646;440;18;252;29;93;125
G91200;22531;468;22063;3347;6618;4410;4173;64;1707;219;894;631
G91201;18683;412;18271;2639;5571;3855;3380;55;1304;190;747;530
G91299;3848;56;3792;708;1047;555;793;9;403;29;147;101
G91300;20874;304;20570;6085;4252;2674;3824;55;2500;219;562;399
G91301;16678;265;16413;4781;3338;2225;3130;49;1903;186;479;322
G91399;4196;39;4157;1304;914;449;694;6;597;33;83;77
G91400;27694;546;27148;5124;6949;4796;5766;92;2530;260;1014;617
G91401;22582;476;22106;4090;5709;4050;4699;68;1938;214;844;494
G91499;5112;70;5042;1034;1240;746;1067;24;592;46;170;123
G91500;16160;260;15900;1790;4383;2610;4404;52;1206;176;950;329
G91501;13092;226;12866;1360;3675;2209;3497;49;882;155;777;262
G91599;3068;34;3034;430;708;401;907;3;324;21;173;67
G91600;24813;420;24393;3364;6781;4316;6050;84;1822;198;1252;526
G91601;20125;370;19755;2615;5593;3633;4812;69;1395;167;1063;408
G91699;4688;50;4638;749;1188;683;1238;15;427;31;189;118
G91700;15545;268;15277;2810;3537;2306;3979;54;1506;107;698;280
G91701;12376;235;12141;2122;2892;1953;3154;41;1116;84;562;217
G91799;3169;33;3136;688;645;353;825;13;390;23;136;63
G91800;17518;263;17255;4516;3105;1753;4601;44;2159;164;681;232
G91801;13771;232;13539;3388;2484;1434;3651;31;1678;124;575;174
G91899;3747;31;3716;1128;621;319;950;13;481;40;106;58
G91900;24914;370;24544;6870;5636;3390;4366;60;2902;231;663;426
G91901;20163;333;19830;5389;4606;2870;3581;43;2258;202;557;324
G91999;4751;37;4714;1481;1030;520;785;17;644;29;106;102
G92000;18614;361;18253;1993;5910;3880;3750;54;1307;136;804;419
G92001;15326;321;15005;1557;4875;3385;3039;43;1002;108;671;325
G92099;3288;40;3248;436;1035;495;711;11;305;28;133;94
G92100;41351;961;40390;5123;13307;10533;5688;139;2730;376;1129;1365
G92101;35669;872;34797;4327;11268;9473;4873;119;2244;338;985;1170
G92199;5682;89;5593;796;2039;1060;815;20;486;38;144;195
G92200;47059;1115;45944;5506;14854;10963;7105;202;3704;502;1463;1645
G92201;40503;1002;39501;4631;12610;9834;6066;173;3035;463;1305;1384
G92299;6556;113;6443;875;2244;1129;1039;29;669;39;158;261
G92300;33027;696;32331;5704;9730;6533;5339;125;2939;263;820;878
G92301;27872;633;27239;4680;8163;5749;4498;114;2358;234;700;743
G92399;5155;63;5092;1024;1567;784;841;11;581;29;120;135
